,ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Duration_Customer,Frequency,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount,Web,Catalog,Store,Web_visit,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response,Income_Class,Age_Class
216,7264,45,2,0,52195.0,2,1,3245,12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,2,1
217,6274,75,2,1,83790.0,0,0,3423,28,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,0,1,1,0,0,3,3
218,1377,69,2,0,44551.0,0,1,3499,19,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,1,3
219,454,43,1,1,69508.0,1,0,3789,34,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,3,1
220,1755,35,2,1,45204.0,1,0,3276,10,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,1,0
221,2075,54,1,1,72460.0,0,0,3424,17,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,3,2
222,4785,53,3,1,77622.0,0,2,3273,25,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,3,2
223,9076,43,3,1,30732.0,1,0,3737,21,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,0,1
224,7079,61,1,0,63887.0,0,1,3856,38,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,2,2
225,4653,45,1,1,42011.0,1,0,3657,20,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,1,1
226,7375,47,1,1,51369.0,0,1,3809,24,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,1
227,709,71,1,0,51537.0,0,1,3764,26,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,2,3
228,460,51,3,1,79930.0,0,0,3887,19,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,3,2
229,3726,37,3,1,34320.0,1,0,3330,12,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,0,0
230,6798,57,1,0,37070.0,1,1,3663,30,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,1,2
231,5341,61,2,0,81975.0,0,1,3737,21,2,983,76,184,180,138,27,1,6,3,4,7,0,0,0,0,1,0,0,3,2
232,1606,52,1,1,38590.0,1,0,3607,12,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,1,2
233,9617,72,1,0,15033.0,0,0,3271,8,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,0,3
234,3233,58,3,1,62745.0,0,1,3660,34,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,2,2
235,89,48,2,1,22212.0,1,0,3399,14,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,0,1
236,2936,41,2,1,23661.0,1,0,3404,12,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,0,1
237,9449,65,3,0,79761.0,0,1,3465,22,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,3,2
238,7297,50,1,0,7500.0,1,0,3382,18,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,0,1
240,313,55,1,0,73455.0,0,0,3441,25,98,901,61,757,186,163,20,1,6,5,10,3,0,0,0,1,0,0,0,3,2
241,9940,65,1,1,64961.0,0,1,3750,19,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,2,2
242,10735,52,1,0,22804.0,1,0,3530,14,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,0,2
243,9529,33,1,1,73687.0,0,0,3410,24,8,559,153,503,218,13,181,1,3,9,9,2,1,0,0,0,0,0,1,3,0
244,6439,65,1,1,61074.0,0,1,3878,38,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,2,2
245,7411,59,3,1,31686.0,1,1,3221,12,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,2
246,2176,51,1,1,80134.0,1,0,3602,22,40,1218,16,272,104,0,80,2,5,3,6,6,1,0,0,1,1,0,1,3,2
247,9265,70,1,1,75027.0,0,1,3733,26,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,3,3
248,8867,35,3,1,67546.0,0,0,3864,23,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2,0
249,8932,54,2,1,65176.0,0,1,3805,31,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,2,2
250,10236,48,2,0,31160.0,1,0,3483,15,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,0,1
251,6340,38,1,0,29938.0,1,0,3442,12,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,0,0
252,10089,49,1,0,102692.0,0,0,3647,31,5,168,148,444,32,172,148,1,6,9,13,2,1,1,0,1,1,0,1,3,1
253,2227,65,2,1,26490.0,0,0,3842,17,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,2
254,10992,56,1,1,75702.0,1,1,3866,34,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,3,2
255,5304,49,3,0,30899.0,1,0,3821,12,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,1
256,309,62,3,1,63342.0,0,1,3818,25,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,0,2,2
257,3406,59,1,0,45989.0,0,1,3812,19,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,1,2
258,2661,59,1,0,18701.0,1,1,3587,15,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0,2
259,3153,66,3,0,40737.0,2,1,3400,12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,1,3
260,10264,44,1,0,15287.0,1,0,3824,13,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1,0,1
261,1184,55,3,0,69674.0,0,2,3600,30,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,3,2
262,4200,53,2,1,44159.0,1,0,3209,20,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,1,2
263,9396,45,3,1,37717.0,1,0,3780,13,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,1
264,2387,71,2,1,43776.0,1,1,3708,25,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,1,3
265,6690,57,2,1,38179.0,1,1,3669,18,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,1,2
266,1225,60,1,1,80124.0,0,0,3200,20,47,483,84,398,205,84,241,1,3,7,8,1,0,0,1,0,0,0,0,3,2
267,9703,53,3,1,38097.0,1,1,3819,18,70,77,2,35,0,1,69,4,3,2,2,7,0,0,1,0,0,0,1,1,2
268,291,53,1,1,72940.0,0,0,3572,14,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,3,2
269,4557,53,1,1,22070.0,1,0,3465,14,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,0,2
270,2379,70,1,0,69267.0,0,0,3842,21,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,3,3
271,5726,40,2,0,31788.0,1,0,3298,15,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,0,0
272,3066,48,3,1,61905.0,0,1,3342,17,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,2,1
273,6336,63,1,1,29315.0,1,1,3281,16,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,0,2
274,10967,60,1,0,33378.0,1,1,3705,16,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,0,2
275,2304,60,3,1,66313.0,0,1,3483,27,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,2,2
276,3445,67,1,0,60714.0,0,0,3725,28,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,2,3
277,7828,42,2,1,77882.0,0,0,3257,13,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,3,1
278,3762,37,3,0,69867.0,0,0,3650,18,30,196,0,512,33,130,54,1,3,5,8,1,1,0,0,0,0,0,1,3,0
279,4391,55,2,0,63841.0,0,1,3631,28,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,2,2
280,4669,42,0,1,24480.0,1,0,3700,17,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,0,1
281,10144,47,1,1,51369.0,0,1,3809,24,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,1
282,8652,77,1,1,37760.0,0,0,3864,20,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,1,3
283,1672,49,3,1,65640.0,0,1,3317,17,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,2,1
284,8962,48,2,1,44319.0,1,1,3270,12,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,1,1
285,9974,49,1,1,30631.0,1,0,3549,14,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,0,1
286,10983,71,1,1,75278.0,0,0,3713,26,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,3,3
287,8148,67,2,1,50898.0,1,1,3734,38,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,1,3
288,10102,57,1,0,79946.0,0,0,3245,25,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,3,2
289,4697,74,2,0,35416.0,0,0,3578,24,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,1,3
290,9262,39,2,1,32414.0,0,0,3557,12,11,20,6,5,0,9,12,1,1,0,3,7,0,0,1,0,0,0,0,0,0
291,7254,54,1,1,38361.0,1,0,3381,17,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,1,2
292,4543,43,1,1,82497.0,0,0,3803,23,32,777,129,573,216,21,203,1,2,7,9,4,0,0,0,0,1,0,0,3,1
293,4927,52,1,1,16626.0,2,0,3362,18,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,0,2
294,10451,58,1,1,29672.0,1,1,3671,10,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,0,2
295,2926,71,2,1,55951.0,0,1,3872,31,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,1,0,0,0,2,3
296,2874,35,2,0,35388.0,1,0,3676,12,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,1,0
297,9738,37,2,1,42386.0,1,0,3729,15,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,1,0
298,7119,41,1,0,68627.0,0,0,3730,13,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,3,1
299,3924,58,3,0,57912.0,0,1,3301,33,34,801,0,80,0,0,35,5,8,3,12,5,0,0,0,1,0,0,0,2,2
300,5827,65,1,0,35246.0,1,1,3271,16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,1,2
301,5596,67,2,1,58821.0,0,1,3457,27,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,2,3
302,10812,45,3,1,46377.0,1,0,3317,11,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,1,1
303,1717,35,1,0,39747.0,1,0,3274,21,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,1,0
304,9491,39,1,1,23976.0,1,0,3381,17,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,0,0
305,9274,62,2,1,80950.0,0,0,3655,25,44,525,147,112,219,147,63,1,6,7,9,2,1,0,0,0,0,0,0,3,2
306,6609,57,1,0,27038.0,0,0,3846,16,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,2
307,6963,76,1,0,77457.0,0,0,3313,19,85,675,11,400,15,45,11,1,2,5,10,1,0,0,0,0,1,0,0,3,3
308,4440,59,2,1,64100.0,0,1,3489,25,93,509,0,27,0,0,10,1,8,3,6,7,0,0,0,1,0,0,0,2,2
309,1379,31,2,1,42670.0,0,0,3625,15,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,1,0
310,10032,47,1,0,12571.0,1,0,3359,17,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,0,1
311,2826,56,1,1,22574.0,2,1,3441,14,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,2
313,6320,47,2,0,70893.0,0,0,3705,26,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,3,1
314,3050,57,1,1,54198.0,1,1,3391,20,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,2,2
315,231,67,2,1,28839.0,1,1,3307,12,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,0,3
316,2392,51,1,1,40321.0,1,1,3532,15,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,1,2
317,9478,38,1,0,66503.0,1,0,3881,18,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,2,0
318,113,72,1,1,30833.0,1,1,3545,11,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,0,3
320,1802,52,1,1,64795.0,0,1,3725,23,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,2,2
321,520,49,1,1,34421.0,1,0,3560,11,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,0,1
322,8275,58,3,0,47025.0,1,1,3337,11,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,2
323,9750,62,3,0,64325.0,0,1,3704,30,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,2,2
324,2607,70,1,0,40464.0,0,1,3731,32,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,1,3
325,7214,66,1,1,62187.0,0,0,3556,21,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,2,3
326,5835,47,3,0,14849.0,1,0,3559,17,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,0,1
327,3896,39,1,1,27255.0,1,0,3431,12,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,0,0
328,10350,73,3,1,54432.0,2,1,3613,9,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,2,3
329,7786,37,3,0,29999.0,1,0,3698,20,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,0,0
330,2861,40,1,0,24072.0,1,0,3636,12,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,0,0
331,663,34,3,0,33996.0,0,0,3488,10,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,0
332,10675,67,3,1,66334.0,0,1,3649,24,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,2,3
333,2521,52,2,1,35178.0,1,0,3732,12,10,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,0,1,0,2
334,9592,40,1,1,22010.0,1,0,3561,15,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,0,0
335,10151,63,1,0,62204.0,0,2,3852,25,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,2,2
336,7381,55,1,0,75693.0,0,0,3767,26,10,797,153,293,72,97,30,1,11,4,6,4,1,0,0,1,1,0,1,3,2
337,4099,51,1,1,30675.0,1,0,3791,13,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,0,2
338,9560,58,1,1,83003.0,0,0,3680,25,18,856,61,570,40,25,122,1,7,6,8,3,0,0,0,0,1,0,1,3,2
340,10172,35,1,0,68655.0,0,0,3885,24,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,3,0
341,11191,37,1,0,41411.0,0,0,3401,14,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,1,0
342,9707,54,3,1,55212.0,0,1,3780,28,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,1,0,0,0,2,2
343,6245,73,3,1,59292.0,0,1,3578,21,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,2,3
344,8234,50,0,1,27190.0,1,0,3515,12,13,1,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,0,1,0,1
345,1411,71,1,0,82623.0,0,0,3428,17,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,3,3
346,8553,58,1,1,44300.0,1,1,3568,12,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,1,2
347,1826,53,1,0,84835.0,0,0,3210,16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,3,2
348,8842,52,1,0,30372.0,1,1,3748,15,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,0,2
349,11030,47,2,1,33181.0,1,0,3374,10,90,9,0,3,0,0,4,1,1,0,2,6,0,0,1,0,0,0,0,0,1
350,2579,66,1,1,71113.0,0,1,3391,30,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,3,3
351,175,37,1,1,71952.0,1,0,3732,26,93,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,0,0,3,0
352,9185,57,3,0,69759.0,0,0,3441,21,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,3,2
353,11056,49,1,1,72099.0,0,0,3807,19,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,3,1
354,9365,47,3,0,60000.0,0,1,3751,30,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,2,1
355,6201,45,1,0,38643.0,1,1,3409,14,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,1,1
356,2061,68,1,1,50737.0,0,1,3611,13,61,78,0,11,0,0,10,1,2,0,4,6,0,0,0,1,0,0,0,1,3
357,6184,54,3,1,68462.0,0,0,3761,16,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,2,2
358,6142,80,2,1,65073.0,0,0,3510,16,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,2,3
359,4107,75,3,1,46681.0,0,2,3461,21,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,1,3
360,7274,66,1,1,78618.0,0,0,3836,24,87,736,163,818,212,163,61,1,4,7,10,2,0,0,0,1,0,0,0,3,3
361,9336,54,3,0,62187.0,0,1,3296,25,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,2,2
362,2958,45,1,1,28442.0,2,0,3322,14,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,0,1
363,933,45,3,1,37717.0,1,0,3780,13,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,1
364,5837,56,1,1,51479.0,1,1,3745,29,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,2,2
365,10704,54,1,0,54803.0,0,1,3874,23,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,2,2
366,5125,63,1,1,79530.0,0,0,3605,28,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,3,2
367,4432,47,1,0,31615.0,1,0,3667,14,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,0,1
368,5955,61,1,1,72025.0,0,0,3786,19,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,3,2
369,2928,48,3,0,52614.0,0,1,3772,24,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,2,1
370,5680,39,2,1,35684.0,1,0,3265,11,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,1,0
371,10313,48,1,1,48178.0,1,1,3806,24,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,1,1
372,2557,53,2,0,29548.0,1,0,3501,9,52,7,1,6,3,1,11,1,1,1,2,4,0,0,1,0,0,0,0,0,2
373,1245,57,1,0,63810.0,0,1,3792,31,45,977,12,253,16,12,101,4,4,3,12,8,0,0,0,1,0,0,0,2,2
374,1519,51,3,0,38578.0,1,1,3569,17,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,1,2
375,10703,48,2,0,46098.0,1,1,3877,19,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,1,1
376,1726,53,1,0,22585.0,0,0,3665,14,23,3,9,15,13,2,39,1,1,1,2,9,0,0,1,0,0,0,1,0,2
377,4459,34,1,0,30279.0,1,0,3743,13,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,0,0
378,1729,62,3,1,66426.0,0,1,3467,26,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,2,2
379,1517,54,1,0,30822.0,1,0,3577,12,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,0,2
380,2098,54,3,1,33581.0,2,0,3734,12,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,2
381,9543,38,1,1,19986.0,1,0,3424,11,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0,0
382,6878,69,1,0,27421.0,0,0,3761,21,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,0,3
383,3310,50,2,1,35688.0,2,1,3873,24,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,1,1
384,2724,42,2,0,36143.0,1,0,3288,7,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,1,1
385,948,52,1,0,10245.0,1,0,3607,13,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,0,2
386,6720,55,2,1,43795.0,0,1,3453,24,11,314,11,53,4,3,107,3,7,3,4,7,0,0,0,1,0,0,1,1,2
387,6202,63,1,1,63381.0,0,1,3829,28,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,2,2
388,2066,74,1,1,38823.0,0,1,3865,13,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,1,3
389,9799,55,3,0,83664.0,1,1,3614,24,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,3,2
390,8318,44,1,1,90300.0,0,0,3374,20,7,594,134,786,33,134,57,0,5,6,8,1,0,0,0,0,1,0,0,3,1
391,5642,44,2,1,62499.0,1,0,3399,16,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,2,1
392,2669,30,1,0,74293.0,0,0,3253,18,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,3,0
393,455,77,3,1,51012.0,0,0,3634,16,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,1,3
394,7683,55,2,1,70777.0,0,1,3321,26,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,3,2
395,3428,32,3,1,68682.0,0,0,3463,26,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,3,0
396,7414,52,1,1,43824.0,1,1,3849,20,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,1,2
397,6354,39,1,1,15345.0,1,0,3864,14,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,0,0
398,798,36,1,0,23442.0,1,0,3749,12,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,0,0
399,8213,43,2,1,14515.0,1,0,3794,18,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,0,1
400,2488,67,2,0,31395.0,1,1,3660,16,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,0,3
401,9999,58,1,1,75276.0,0,0,3837,28,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,3,2
402,7617,49,1,0,42373.0,1,1,3515,18,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,1,1
403,615,63,1,1,30507.0,0,0,3672,18,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,0,2
404,2552,68,3,0,55521.0,1,2,3447,31,11,416,0,26,0,0,4,9,6,3,6,7,0,0,0,1,0,0,1,2,3
405,194,58,1,1,48006.0,1,1,3217,11,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,1,2
406,3645,51,3,0,27213.0,1,0,3865,17,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,0,2
407,8890,52,3,0,65808.0,1,1,3227,20,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,2,2
408,5049,49,3,1,30351.0,1,0,3585,15,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,0,1
409,9973,60,1,1,50437.0,0,2,3817,26,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,1,2
410,7301,41,2,0,23616.0,1,0,3786,16,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,0,1
411,10882,47,1,1,53858.0,0,1,3794,21,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,2,1
412,7030,68,3,1,66465.0,0,1,3653,41,1,1200,0,204,38,29,14,3,11,9,12,6,1,0,0,0,0,0,0,2,3
413,7422,36,1,0,46923.0,1,0,3873,23,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,1,0
414,3523,61,1,1,75072.0,0,1,3719,22,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,3,2
415,7106,80,3,1,75865.0,0,0,3287,20,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,3,3
416,6504,48,2,1,19789.0,1,0,3418,14,24,2,5,9,28,6,28,3,2,1,3,5,0,0,1,0,0,0,0,0,1
417,5067,29,1,1,80134.0,0,0,3332,26,11,966,26,282,52,26,26,1,2,7,11,5,1,1,0,1,1,0,0,3,0
418,4216,42,1,0,91065.0,0,0,3689,29,33,822,114,108,179,137,114,1,7,9,9,3,1,0,0,0,1,0,1,3,1
419,8581,52,2,1,49505.0,1,1,3678,37,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,1,2
420,5929,50,3,1,37401.0,1,0,3251,14,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,1,1
421,3129,40,1,1,30096.0,1,0,3235,12,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,0,0
422,6528,41,2,1,18492.0,1,0,3221,12,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,0,1
423,1361,49,2,1,82584.0,0,0,3587,17,26,1076,68,103,29,91,68,1,3,4,8,1,0,0,0,1,1,0,1,3,1
424,6932,82,3,1,93027.0,0,0,3639,24,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,0,0,1,0,0,3,3
425,7284,70,1,1,48686.0,1,2,3404,12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,3
